Date,Ticker,Date,Close,ActualReturns,Signal,EMAShort,EMALong,RSIline,MOMline,ROCline,SMAline,lowerBB,middleBB,upperBB,2stdBB,MACDline,MACDHistogram,MACDSignal,EMAShort_zscore,EMALong_zscore,RSIline_zscore,MOMline_zscore,ROCline_zscore,SMAline_zscore,lowerBB_zscore,middleBB_zscore,upperBB_zscore,2stdBB_zscore,MACDline_zscore,MACDHistogram_zscore,MACDSignal_zscore,EMAShort_normal,EMALong_normal,RSIline_normal,MOMline_normal,ROCline_normal,SMAline_normal,lowerBB_normal,middleBB_normal,upperBB_normal,2stdBB_normal,MACDline_normal,MACDHistogram_normal,MACDSignal_normal
2006-10-19 00:00:00+01:00,EUR-USD,2006-10-19 00:00:00+01:00,1.2627060413360596,-0.0008705342518078307,-1.0,1.2588922065442418,1.2637116500652978,48.56990587772064,-0.003501415252685547,-0.4798178028386557,1.2716711211204528,1.2498208915923714,1.2658964037895202,1.281971915986669,2.5397832159133964,-0.004819786254459002,-0.00021153376936453028,-0.004608252485094472,-1.8783940500270173,-2.0482453454046685,1.0085326116205888,0.7198412369626532,0.820177910524869,-2.5720625604984932,-1.9064345086403922,-2.1010624132819133,-2.4303593433828468,1.43267905951556,-1.3741105649976877,0.8398218118194022,-1.9200009165081984,0.0006934245076033463,-8.044869833900847e-05,19.123642353960978,-0.0013786276052014594,-0.18892077080921105,-0.000331797599792516,1.0103095970233555,0.9974797602363747,0.9849716874368645,2.0113812184077866,-0.004819786254459002,-0.00021153376936453028,-0.004608252485094472
2006-10-20 00:00:00+01:00,EUR-USD,2006-10-20 00:00:00+01:00,1.2616068124771118,-0.005158495245969452,-1.0,1.2593098382262218,1.2635557361698766,47.49305694140567,-0.01258695125579834,-1.2906217684672594,1.2714531064033507,1.2495676145780736,1.2657066782315571,1.2818457418850406,2.550205972845615,-0.004246187948842017,0.0002896516290019635,-0.004535839577843981,-1.67647263531851,-1.9058326028433354,0.7663846857536775,-0.40347342686405596,-0.873123087706621,-2.363571064654315,-1.7974033389856023,-1.9499291317228467,-2.185870713958322,1.3879389783606697,-0.9770276864189981,1.3531055546590958,-1.78472013879361,0.0004176316819799464,-0.00015591389542124467,18.62322394626468,-0.00493566064460015,-0.506085305347762,-0.00021801471710203302,1.0096346910391907,0.9967608089417892,0.9842111037649771,2.0213952141225304,-0.004246187948842017,0.0002896516290019635,-0.004535839577843981
2006-10-23 00:00:00+01:00,EUR-USD,2006-10-23 00:00:00+01:00,1.255098819732666,0.0006405451396263029,1.0,1.2586619892272133,1.2629292979152684,41.6108804820879,-0.018397212028503418,-1.9454025166944278,1.2711091423034668,1.2487263584647847,1.265176526705424,1.2816266949460633,2.6004542280714364,-0.00426755407705981,0.00021462840062733655,-0.004482182477687146,-1.6531626863017252,-1.8736458261377098,-0.2615113064033026,-1.0593807874251535,-2.052862674315084,-2.2645445345315833,-1.782111935183079,-1.890108831515746,-2.0292119875306547,1.4543463523270366,-0.928027826727959,1.179329786657899,-1.665297376212301,-0.0006478489990084935,-0.0006264382546081748,16.00138930841617,-0.007074614823021616,-0.7481010416157904,-0.00034396409988390886,1.0051031687003995,0.9920345447769247,0.9793014024145981,2.0719119380777755,-0.00426755407705981,0.00021462840062733655,-0.004482182477687146
2006-10-24 00:00:00+01:00,EUR-USD,2006-10-24 00:00:00+01:00,1.2559027671813965,0.004541788938419833,1.0,1.2582374935278569,1.2624088141572039,42.557352239361016,-0.01539146900177002,-1.4593548025029657,1.2706452059745788,1.2480271611119096,1.2647231936454773,1.281419226179045,2.6402666792948586,-0.004171528266197155,0.0002485233691919926,-0.004420051635389148,-1.594378288007925,-1.8202596044924682,-0.1026198614740325,-0.6665926354789473,-1.0005576489976418,-2.230817732346797,-1.7434037702669813,-1.8220423912995625,-1.9028520960907356,1.4765797103485734,-0.8116963041728218,1.144190952383608,-1.5410465146499088,-0.00042449569935643083,-0.0005204837580645716,16.118580964983014,-0.005829513027025229,-0.5527300760742542,-0.00046393632888808156,1.0063104444477557,0.9930258047702466,0.9800873449716111,2.102285900062446,-0.004171528266197155,0.0002485233691919926,-0.004420051635389148
2006-10-25 00:00:00+01:00,EUR-USD,2006-10-25 00:00:00+01:00,1.2616068124771118,0.006182011456918435,1.0,1.2587558502892806,1.2623494066253451,48.88787607748333,-0.007944345474243164,-0.5588950676178372,1.2701912021636963,1.2478263359005664,1.2644535501797993,1.2810807644590323,2.6299446550438583,-0.0035937320287837693,0.0006610556852843031,-0.004254787714068072,-1.4040903803011786,-1.6870199624555364,0.9530100772630492,0.2257306595810467,0.8523110189389708,-2.1832506379986225,-1.6405425527282835,-1.7296186649344285,-1.8394525851825632,1.3490369496949834,-0.4144565894607945,1.529293913668936,-1.3524005690632963,0.000518356761423755,-5.940753185873504e-05,18.588937217261726,-0.0030207272457262718,-0.21251210231590095,-0.0004540038108824529,1.011043585297148,0.9977486419313049,0.9847988100967672,2.084599281673244,-0.0035937320287837693,0.0006610556852843031,-0.004254787714068072
2006-10-26 00:00:00+01:00,EUR-USD,2006-10-26 00:00:00+01:00,1.2694060802459717,0.003861182977964228,1.0,1.2603943472056947,1.2628721231898359,56.02419917078615,0.009007811546325684,-0.09393387213021409,1.2699152660369872,1.2478800869707627,1.2643571853637696,1.2808342837567765,2.606399296614316,-0.002477924647211305,0.0014214904534854142,-0.003899415100696719,-1.067192891333094,-1.465918724830043,1.9726198790523617,2.047876751767285,1.66440481489225,-2.0633083950399405,-1.5174849900281322,-1.6195448852354197,-1.7613487474661285,1.194304659135383,0.30536005433046975,2.168410531198936,-1.0427441127525008,0.001638496916414045,0.0005227165644907661,21.494864291730345,0.003456036670216544,-0.03603970897791185,-0.0002759361267090643,1.0172500495039258,1.0039932504363864,0.9910775315310227,2.0532431167410796,-0.002477924647211305,0.0014214904534854142,-0.003899415100696719
2006-10-27 00:00:00+01:00,EUR-USD,2006-10-27 00:00:00+01:00,1.2743074893951416,-0.0019713431645104196,-1.0,1.2625348306194557,1.2637191873531919,59.82086975118578,0.014210939407348633,0.31093608229544323,1.2697452592849732,1.2478044541354012,1.2646640300750733,1.2815236060147455,2.666253730434843,-0.0011844825255646896,0.0021719460601056237,-0.0033564285856703133,-0.6695445758898422,-1.2056415975580228,2.261372168682765,2.285283604185529,2.170922975622732,-1.9246775135477834,-1.4221370359537076,-1.447596026348359,-1.4349042140893244,1.2869268329535426,1.0820874744678215,2.587868736375504,-0.6023017505295118,0.0021404834137610518,0.0008470641633560039,22.436300442204917,0.005329927622841413,0.11661908945355033,-0.00017000675201406246,1.0212397344567137,1.007625313198396,0.9943691114344398,2.0923158284978753,-0.0011844825255646896,0.0021719460601056237,-0.0033564285856703133
2006-10-30 00:00:00+00:00,EUR-USD,2006-10-30 00:00:00+00:00,1.271795392036438,0.0038556161998120064,1.0,1.2639595323759145,1.264317424737136,57.09989409711225,0.018599748611450195,0.4413127895129598,1.2694351768493652,1.2477841373849075,1.2647006630897522,1.2816171887945969,2.6751825469145314,-0.0003579988004609458,0.002398743828167494,-0.0027567426286284396,-0.3940095153292199,-1.0129715203592309,1.7048989551274887,2.3557895747649273,2.128001175457948,-1.8596644138582266,-1.329284470007873,-1.3439823305940521,-1.3136957298578862,1.2260956195543422,1.4970748183139246,2.4361974691149553,-0.11468347019125612,0.0014247017564588127,0.0005982373839441557,21.344298228533752,0.006952702585811402,0.16496548619530868,-0.0003100824356079279,1.0192431158019473,1.0056098088296663,0.9923364036905618,2.10346928732848,-0.0003579988004609458,0.002398743828167494,-0.0027567426286284396
2006-10-31 00:00:00+00:00,EUR-USD,2006-10-31 00:00:00+00:00,1.2766989469528198,-0.0009820044899370162,-1.0,1.265919442310823,1.2652345745308904,60.843853552510716,0.024303793907165527,0.1966092827648369,1.2693452143669128,1.2475706508113096,1.26500061750412,1.2824305841969303,2.7557246141429044,0.0006847777159608714,0.002753216275671449,-0.0020684385597105775,-0.03439994010804869,-0.7667847525766716,1.9887903428573463,2.4624194664377694,1.5884774705631597,-1.7270453895458087,-1.2699771565315687,-1.2017126417652866,-0.9941138887572109,1.3659403059067299,1.918606411200496,2.3939136240321512,0.440128668221654,0.001959909934908577,0.000917149793754346,22.07907613128266,0.008819384122213744,0.07134576574008904,-8.996248245241034e-05,1.0233480132949326,1.0092476867495772,0.9955306452335588,2.1584764526673816,0.0006847777159608714,0.002753216275671449,-0.0020684385597105775
2006-11-01 00:00:00+00:00,EUR-USD,2006-11-01 00:00:00+00:00,1.2754452228546143,0.002006409819042654,1.0,1.267384947009868,1.2659909188511662,59.416102315796216,0.019447803497314453,0.15305827775129455,1.269292073249817,1.2474393617653419,1.2652223269144693,1.2830052920635968,2.8110419443032204,0.0013939519507255582,0.0027699124083489087,-0.0013759604576233503,0.24037042937328645,-0.5597021794609259,1.6508418422605606,1.8646693992332228,1.407152216729347,-1.603175410351782,-1.2051655229998968,-1.0838378719487194,-0.7543685340334698,1.4195353559118917,2.0634339731933817,2.131904939606633,0.9732058656218707,0.0014655046990448284,0.0007563443202758258,21.13668294285229,0.006918361192271369,0.05444894839135297,-5.314111709586733e-05,1.0224506793257182,1.0080799205978888,0.9941075307672169,2.2039691661643754,0.0013939519507255582,0.0027699124083489087,-0.0013759604576233503
