Date,Close,ActualReturns,Signal,EMAShort,EMALong,RSIline,MOMline,ROCline,SMAline,lowerBB,middleBB,upperBB,2stdBB,MACDline,MACDHistogram,MACDSignal,EMAShort_zscore,EMALong_zscore,RSIline_zscore,MOMline_zscore,ROCline_zscore,SMAline_zscore,lowerBB_zscore,middleBB_zscore,upperBB_zscore,2stdBB_zscore,MACDline_zscore,MACDHistogram_zscore,MACDSignal_zscore,EMAShort_normal,EMALong_normal,RSIline_normal,MOMline_normal,ROCline_normal,SMAline_normal,lowerBB_normal,middleBB_normal,upperBB_normal,2stdBB_normal,MACDline_normal,MACDHistogram_normal,MACDSignal_normal
2006-10-06 00:00:00+01:00,222.1999969482422,-4.4979779357356975e-05,-1.0,221.6957828503753,221.12273402355257,56.381227876665584,0.4799957275390625,1.7632199391381498,220.23039916992187,219.309183860949,221.27666582380022,223.24414778665144,1.7783004416904082,0.572953547735608,-0.058154693036317484,0.6311082407719255,1.3596444591264272,1.4589920600768258,0.24642617026584862,-0.018047091875767626,1.7705011469374787,1.4655780078276577,1.8544821274507781,1.4464862009802997,-1.233322445384528,-2.0432620679613196,-1.5223927213459405,0.6661864677513373,-1.1295976018796197,0.0004125800710187244,0.00038785344355902167,0.019580784627205843,0.0006750400474546973,0.004761475813984389,0.0007434738632115539,0.0022387008918726132,0.0008250805575422094,-0.0005885397767881942,-0.001285390672908945,2.4804590873860624e-05,9.023516449563191e-05,-6.543057362177129e-05
2006-10-09 00:00:00+01:00,222.19000244140625,-0.0017552517456372874,-1.0,221.77181663361083,221.20179094339358,56.317299018086985,0.910003662109375,1.842601781271469,220.39619934082032,220.03808107523858,221.46809459867933,222.89810812212008,1.2913946146798851,0.5699450694512223,-0.048930537056562584,0.6188756065077848,1.3744042526343077,1.4609755614448636,0.10400580266856319,0.21770015869265089,1.6449642357163972,1.5018909673269285,2.475392828920751,1.8532045375934008,-2.3727424260317913,-2.738746641634306,-1.4178093515176595,0.6755576443425456,-1.2078062541413883,0.0003422016400380891,0.0003558077274960037,-0.0002877215800718026,0.0019353163051686357,0.0003572700898378766,0.0007462089611442944,0.0032805131026622416,0.0008615544028791108,-0.0015574042969040201,-0.0021913939495946722,-1.3540115447719751e-05,4.151472108736037e-05,-5.505483653508012e-05
2006-10-10 00:00:00+01:00,221.8000030517578,0.0013074539321136225,1.0,221.77615300563343,221.24610295142057,53.75590810301889,0.1699981689453125,1.1307658420204758,220.5347994995117,220.52259848768304,221.58618963332404,222.64978077896504,0.9599796335692272,0.5299818366416105,-0.07111501589293945,0.6010968525345499,1.3033068010260762,1.427754293509891,-1.0298823369133208,-0.3465201942296907,0.6800340495414815,1.5161359252997502,2.5535519964989453,2.000922440601597,-2.611829568749381,-2.7363205990783905,-1.7067545333546568,0.4880800680466639,-1.3120106253041657,1.9550820391985886e-05,0.00019978362226014815,-0.01154820054024249,-0.0033363637645729863,-0.0032093594655401504,0.0006248879927158809,0.0021844788357888224,0.0005324392832273884,-0.0011196002693340454,-0.0014942063866127228,-0.0001801768812432623,-0.00010002019175446106,-8.015668948880124e-05
2006-10-11 00:00:00+01:00,222.08999633789062,-0.0007204451562327074,-1.0,221.82443659521147,221.30861357264058,55.38094459590794,0.7599945068359375,0.5387064166076483,220.6739993286133,220.6050510254659,221.64285641624815,222.6806618070304,0.9364663563378981,0.5157653000105995,-0.06826524201916029,0.5840305420297598,1.3213105625875483,1.4313101883766066,-0.32109823070884,0.08246499880036728,-0.07972643830064391,1.5348375174230318,2.24758787091842,1.971776904221147,-2.095976173214256,-2.296278581718583,-1.6482298353988478,0.4689450859294241,-1.4000291585046234,0.0002174055129640992,0.00028146527196528585,0.007317017964270215,0.0026565642199975403,-0.0026658536412061556,0.0006267721707276035,0.00037125732424897825,0.00025515234300737085,0.00013904736176576345,-0.00010587274356813314,-6.401250333392659e-05,1.2831617455850992e-05,-7.684412078977758e-05
2006-10-12 00:00:00+01:00,221.92999267578125,-0.0002703445256333481,-1.0,221.8406759922222,221.3546416543547,54.248233573180094,0.0399932861328125,0.6439609107610211,220.77119903564454,220.7994307142689,221.7104753766741,222.62152003907931,0.8218327626219623,0.48598549570110094,-0.07843603706292712,0.5644215327640281,1.3010769654690604,1.4195372959484756,-0.7790254797053628,-0.41535807401790187,0.03834006507162755,1.5195137234089406,2.1224692882484617,1.9841194263150386,-1.9308040340838464,-2.1215799245137053,-1.7297680450616655,0.2655854984976767,-1.4771140390205209,7.317351212848541e-05,0.00020739910437148274,-0.005103911414004463,-0.003244271817532021,0.00047426890292895076,0.00043797463271785315,0.0008758603848870795,0.0003046859940411272,-0.00026648839680482506,-0.0005165304262565569,-0.00013418557785023694,-4.5828844137463674e-05,-8.835673371277327e-05
2006-10-13 00:00:00+01:00,221.8699951171875,-0.001622574562916479,-1.0,221.84518662683226,221.3928159849349,53.80384749987472,0.529998779296875,0.06765014236811417,220.8321987915039,220.80403817698718,221.71761794317337,222.63119770935955,0.8240930735782492,0.4523293139103828,-0.08967377508291619,0.542003088993299,1.240799514474365,1.392898392481877,-0.8791960086378637,-0.0610652443745158,-0.6364052185577571,1.4752866129164823,1.8814173573711812,1.8324957887529554,-1.6668573963727662,-1.8546506659193338,-1.7996643411246407,-0.09891447076072023,-1.5541586465955695,2.0330079367759076e-05,0.00017205720205673482,-0.0020029119893866573,0.0022085252803347786,-0.0025975155770319937,0.0002749346788742279,2.0766497587181576e-05,3.2192575185671376e-05,4.361865278416117e-05,1.0187546788799128e-05,-0.0001516932552008288,-5.0650102615513666e-05,-0.00010104315258531514
2006-10-16 00:00:00+01:00,221.50999450683594,0.0019412574837882612,1.0,221.79361860837128,221.4014958754461,51.09900711379225,-0.4300079345703125,0.2262341126769929,220.87799865722656,220.87818124100167,221.74142746698288,222.6046736929641,0.7786061773321551,0.39208776309007476,-0.11993226072257934,0.5120200238126541,1.057142170673241,1.3218940177460816,-1.7740795934005338,-0.7916170186716427,-0.385211301940187,1.4232502366805317,1.7394298930866914,1.7308378655848826,-1.532558316150925,-1.7046706216647598,-2.011024029654015,-1.1803823719822832,-1.6596754652903294,-0.00023280221994403979,3.918509650326973e-05,-0.012210918031506701,-0.004333920534847745,0.0007159224154284592,0.00020676207330784434,0.00033471656292332475,0.00010748735677831286,-0.00011974184936669901,-0.00020534918231281156,-0.000271958612767917,-0.0001366009949439521,-0.0001353576178239649
2006-10-17 00:00:00+01:00,221.94000244140625,0.0007209320552818976,1.0,221.81613919806895,221.4413852507024,54.069235851234055,0.07000732421875,0.09922479681214735,220.92499877929689,220.88462149161273,221.7519037155878,222.61918593956284,0.7822094957862483,0.37472435750609634,-0.10983653304524621,0.48456089055134255,1.05339940567223,1.314989898112269,-0.5436869951053983,-0.42202305281343083,-0.4750349071386539,1.3777642119612357,1.5547591420291271,1.579724552320424,-1.3438323532707557,-1.5130006320311171,-1.884354404617996,-0.9494111902829546,-1.721164058150244,0.00010147152135687232,0.00017973044434312554,0.013383025613987588,0.002252929860722472,-0.0005722686963490365,0.0002117694942476083,2.9017980265924233e-05,4.720306609741702e-05,6.53881519289098e-05,1.623555201611089e-05,-7.823468231493097e-05,4.548854449976172e-05,-0.0001237232268146927
2006-10-18 00:00:00+01:00,222.10000610351562,-0.0004952751343028083,-1.0,221.85981102967614,221.49017198054042,55.16060114028216,1.19000244140625,0.37057453395805684,220.97139892578124,220.9384597308735,221.79095168340774,222.643443635942,0.7687346540188243,0.369614011561481,-0.09195750319188922,0.4615715147533702,1.1198682787564216,1.3331296559919183,-0.08581587774861003,0.3312971069247413,-0.07357306356307737,1.3366700867186774,1.438499254220032,1.518144622558321,-1.1667546042813026,-1.3763994693307442,-1.706193182590479,-0.4262405534636199,-1.7309199900952863,0.00019663138409293994,0.00021966109183840112,0.004913846281208323,0.005042751402111608,0.0012217457437594113,0.0002089155569979276,0.00024240539298167862,0.0001758125472619513,0.00010921970154222394,-6.0670154872232037e-05,-2.3009211184953923e-05,8.049990707800336e-05,-0.00010350911826295729
2006-10-19 00:00:00+01:00,221.99000549316406,0.006802083289657146,1.0,221.87984094713582,221.5271966851792,54.206989356664316,1.0900115966796875,0.16243315544839376,221.04879913330078,220.95475989233094,221.80809456961495,222.66142924689896,0.7694351091557567,0.3526230763168883,-0.08715875074918555,0.4397818270660738,1.1139223836608823,1.327292419716727,-0.4113491356234042,0.16357244567441848,-0.32242260795378336,1.335751064098511,1.311268215357105,1.4067726216609684,-1.0249838005100969,-1.2443580089484663,-1.6509664527000105,-0.26357020084943983,-1.726041771099458,9.02289155549282e-05,0.00016678545755485305,-0.0042957419704519545,-0.0004504294889512114,-0.0009376159888246525,0.0003486652804372074,7.342745643543449e-05,7.722368477412552e-05,8.101991311281655e-05,3.1553453741140087e-06,-7.653919016239647e-05,2.1616975196892102e-05,-9.815616535928856e-05
