Date,Ticker,Date,Open,High,Low,Close,Volume,ActualReturns,Signal,EMAShort,EMALong,RSIline,MOMline,ROCline,SMAline,lowerBB,middleBB,upperBB,2stdBB,MACDline,MACDHistogram,MACDSignal,EMAShort_zscore,EMALong_zscore,RSIline_zscore,MOMline_zscore,ROCline_zscore,SMAline_zscore,lowerBB_zscore,middleBB_zscore,upperBB_zscore,2stdBB_zscore,MACDline_zscore,MACDHistogram_zscore,MACDSignal_zscore,EMAShort_normal,EMALong_normal,RSIline_normal,MOMline_normal,ROCline_normal,SMAline_normal,lowerBB_normal,middleBB_normal,upperBB_normal,2stdBB_normal,MACDline_normal,MACDHistogram_normal,MACDSignal_normal
2014-12-04 00:00:00+00:00,BTC-USD,2014-12-04 00:00:00+00:00,375.7179870605469,378.6549987792969,367.7590026855469,369.60400390625,14529600,0.019615588368569137,1.0,374.16727529845775,372.21381274418553,48.48032855944646,11.764007568359375,-12.152776266653431,366.73017944335936,334.56585626063656,372.61603291829425,410.66620957595194,20.42326325018933,1.952164196725107,-0.16767018320576366,2.1198343799308708,0.5955447585733034,0.8949093029140813,-0.5169145083605096,-0.00233383445556311,-1.6616556333829973,0.17624644368187917,3.2200618659279425,2.9043875244953785,-0.1959570985106079,-2.968689843959125,0.22608282367591784,-0.5990439631210378,0.5816434104021154,-0.8296857076741162,-0.20878470703485164,2.373779741540424,0.5760101813430976,-0.5950457631466299,-0.5033801269531182,1.1047272068860419,0.9919165340566418,0.900010751524694,0.055257148283950105,1.952164196725107,-0.16767018320576366,2.1198343799308708
2014-12-05 00:00:00+00:00,BTC-USD,2014-12-05 00:00:00+00:00,369.4419860839844,379.1919860839844,365.7560119628906,376.85400390625,15181800,-0.005490190425720742,-1.0,374.58061816119505,372.55753060804216,52.24827166148921,26.006011962890625,-5.269743857253539,366.6161395263672,337.83861328366095,373.86163330078125,409.88465331790155,19.270776569971737,2.0219889429207,-0.07827634960813645,2.1002652925288365,0.5806537872709112,0.8895220102380168,-0.009744637789844971,0.35177802171331995,-1.0028936858676702,0.2664333875835078,2.9939870002377096,2.716664062554919,-0.5014657136571341,-2.889686077395958,0.16906454685034672,-0.5839923557899591,0.5285661706566153,0.41334286273729504,0.34371786385662517,2.7112696507988128,1.3495051363635195,-0.27345778402438653,-0.11403991699216931,1.115485291167207,1.0080039521013415,0.9194147691447394,0.05113592099386512,2.0219889429207,-0.07827634960813645,2.1002652925288365
2014-12-06 00:00:00+00:00,BTC-USD,2014-12-06 00:00:00+00:00,376.7569885253906,378.447998046875,370.94500732421875,374.7850036621094,7009320,0.0008271343718790902,1.0,374.6120620844126,372.72252861204714,51.09970330109037,21.864990234375,-0.3583817317567406,366.4366796875,339.8634992215972,374.7114664713542,409.5594337211112,18.599893714446043,1.888603879092102,-0.1693291307493876,2.0579330098414896,0.5358475757333926,0.8641867743416456,-0.22103657687733616,0.19958864043545235,-0.49820041404898424,0.27724000363567164,2.7155498058738665,2.4978382412268063,-0.6697935347499593,-2.6743700282608223,0.06921304731978799,-0.5986055345957241,0.47070125103672045,0.03144392321758005,0.16499800400498543,2.747311575302314,1.1755438267581628,-0.019267945143062567,-0.17945983886721706,1.1027515591421093,1.0001962501746948,0.9150930800371176,0.04962816957109345,1.888603879092102,-0.1693291307493876,2.0579330098414896
2014-12-07 00:00:00+00:00,BTC-USD,2014-12-07 00:00:00+00:00,374.83599853515625,376.2919921875,373.2749938964844,375.0950012207031,6491650,-0.03515377329945624,-1.0,374.6863604130727,372.8982673237994,51.27254204052658,7.522003173828125,-3.29661796189602,366.1097399902344,343.081095674894,375.80079956054686,408.5205034461997,17.413323188196802,1.7873065103496515,-0.2165011995934707,2.003807709943122,0.49733907030246305,0.8525750119627575,-0.24594710057535835,-0.25717462271710995,-0.9025152767679235,0.13516310516686872,2.5969491118694203,2.370195263031711,-1.0894069251121283,-2.6154025316537903,-0.04294530531750833,-0.5944024775485687,0.4079843095592182,0.07429832866006336,0.17573871175227396,2.9444432568322414,0.4319682746672233,-0.1893158431775132,-0.3269396972655727,1.093312939562679,0.998121881750467,0.9181791319076386,0.04642376766293116,1.7873065103496515,-0.2165011995934707,2.003807709943122
2014-12-08 00:00:00+00:00,BTC-USD,2014-12-08 00:00:00+00:00,374.9649963378906,376.02899169921875,361.885986328125,361.90899658203125,18898700,-0.026774693453109233,-1.0,372.720612131374,372.08424726885363,44.12787146090839,-14.99200439453125,-6.581948129852222,365.5570001220703,345.16169202407445,376.34816589355466,407.5346397630349,16.573203589519238,0.6356992957388456,-1.0944867313634212,1.7301860271022669,0.22269963642145138,0.6816094453048702,-1.4247565032346698,-0.9187827755429762,-1.3673446304964634,-0.20322252152597092,2.4094776292349964,2.1842353200409295,-1.494293615298334,-2.464363151928875,-0.4490161428697187,-0.7965154062802655,0.2910589437053955,-1.9657482816986658,-0.8140200549457859,2.662603595168197,-0.9045930265414753,-0.39714398572974713,-0.5527398681641102,1.0485201716903991,0.961633480324686,0.8880447482757954,0.04579384250195812,0.6356992957388456,-1.0944867313634212,1.7301860271022669
2014-12-09 00:00:00+00:00,BTC-USD,2014-12-09 00:00:00+00:00,361.8949890136719,363.0669860839844,344.95098876953125,352.218994140625,32915500,-0.016620352688625162,-1.0,369.56651705587416,370.612747037133,39.74485026862368,-23.128997802734375,-6.124500670544397,364.94447998046877,343.9353914060937,375.97999877929686,408.02460615250004,17.045910674633312,-1.0467931531508725,-2.2215833442025117,1.174790191051639,-0.31785105055017554,0.3429159804618513,-1.9339263634278314,-1.1076631631888758,-1.3175812145869668,-0.6024517844360832,2.0458302603673912,1.9033606659861477,-1.3715423655364716,-2.080314274460522,-1.0852268120392032,-1.031638686912641,0.07589686673850002,-3.1540950754998676,-1.471500231720654,2.3316354888430544,-1.3568648952944207,-0.3592944247712448,-0.6125201416015216,1.0240847640036865,0.9368024769513876,0.8632297876883004,0.048395773533518344,-1.0467931531508725,-2.2215833442025117,1.174790191051639
2014-12-10 00:00:00+00:00,BTC-USD,2014-12-10 00:00:00+00:00,352.2049865722656,352.3840026855469,346.364990234375,346.364990234375,16427700,0.011955659045429279,1.0,365.99705139102815,368.81661690359533,37.33238989357674,-22.0050048828125,-8.984247506781461,364.14227966308596,341.66460209001997,375.29469807942706,408.92479406883416,17.92196700966431,-2.820042042629723,-3.195865786945089,0.37582374431536647,-1.17715896479195,-0.20755875150444203,-2.0491960019516866,-1.0198316115869983,-1.6107017804647021,-1.114511544676731,1.6962912119660072,1.6312292476396382,-1.0997534206571313,-1.7050577563229048,-1.7593264108692677,-1.2013244699206698,-0.29067709496023636,-3.569465664846007,-1.7961301335376447,2.0830520373932995,-1.2278230883332413,-0.501298071910118,-0.8022003173828125,1.0137573167240679,0.922914690793395,0.8470139137028495,0.051743009585169225,-2.820042042629723,-3.195865786945089,0.37582374431536647
2014-12-11 00:00:00+00:00,BTC-USD,2014-12-11 00:00:00+00:00,344.3399963378906,361.35699462890625,338.76300048828125,350.5060119628906,32431300,0.0058086884536090455,1.0,363.61381455593005,367.4602757968765,40.10207433171368,-19.16400146484375,-2.0495149927496903,363.4892401123047,340.02446921040513,374.7217315673828,409.41899392436045,18.51894856049381,-3.846864458691641,-3.3781505624056063,-0.4687138962860351,-2.206078627651413,-0.9916524650171226,-1.52264232081558,-0.8965772676416176,-0.7853850414947698,-1.4707496526693062,1.4504011501811815,1.4193988865767115,-1.0281070770487275,-1.4542777789974262,-2.0887987306231746,-1.1656720129303044,-0.8583125458430848,-2.383236835098103,-1.356341106718844,2.16546172698286,-1.0348320479557906,-0.11067123957144571,-0.6530395507812727,1.0308258484362183,0.9353767941261296,0.8561058894782153,0.05283489563213107,-3.846864458691641,-3.3781505624056063,-0.4687138962860351
2014-12-12 00:00:00+00:00,BTC-USD,2014-12-12 00:00:00+00:00,350.8330078125,352.9830017089844,349.2909851074219,352.5419921875,16989800,-0.014653531272593279,-1.0,361.91045726847926,366.3552177517375,41.47170588857529,-23.904998779296875,0.48283025214352904,363.3717401123047,341.87428893878183,372.35443115234375,402.83457336590567,16.371574856371932,-4.4451016675041615,-3.181110216974501,-1.2639914505296606,-2.5476973490930237,-1.909696676292037,-1.355096643982266,-0.9950457346362184,-0.43490886279504043,-1.446118346657707,1.4661700870270986,0.9588840559642714,-3.0760125279026966,-1.7608738212607813,-2.040610518290093,-1.0697279428937496,-1.6425293162984536,-1.7033572874507854,-1.1050580451390033,2.533153117669325,-1.4601526724836054,0.029491985736216947,-0.11750000000000682,1.0312035844574097,0.946791451081892,0.8751532651277091,0.046438651902961633,-4.4451016675041615,-3.181110216974501,-1.2639914505296606
2014-12-13 00:00:00+00:00,BTC-USD,2014-12-13 00:00:00+00:00,352.3810119628906,352.3810119628906,346.5880126953125,347.3760070800781,11675900,0.012251800235389965,1.0,359.67438800872526,364.9493502945775,39.03284802875329,-28.114990234375,-1.5708959924970234,363.15236022949216,343.90489630299334,369.9091318766276,395.9133674502619,14.05979649202455,-5.275250980214253,-3.2090076237476737,-2.066243356466579,-2.599750670933496,-2.565021535192419,-1.8071888709255737,-1.0808980785946094,-0.6394481261977671,-1.4799788425204399,1.4885633719884197,0.5138957703556426,-3.7916150261047714,-2.0186849985140145,-2.054120182400961,-1.0842780622068537,-2.384135848719981,-2.2360692597540037,-1.4058674571599568,2.7762029166563513,-1.9996726304198849,-0.11172963942885784,-0.2193798828125182,1.0100932287222413,0.9390847025532078,0.877404087963053,0.04047428781914533,-5.275250980214253,-3.2090076237476737,-2.066243356466579
