Date,Close,ActualReturns,Signal,dailyEMAShort,dailyEMALong,BullPower,BearPower,lowerBB,middleBB,upperBB,2stdBB,MACDline,MACDHistogram,MACDSignal,weeklyEMAShort,weeklyEMALong,weeklyADX,dailyEMAShort_zscore,dailyEMALong_zscore,BullPower_zscore,BearPower_zscore,lowerBB_zscore,middleBB_zscore,upperBB_zscore,2stdBB_zscore,MACDline_zscore,MACDHistogram_zscore,MACDSignal_zscore,weeklyEMAShort_zscore,weeklyEMALong_zscore,weeklyADX_zscore,dailyEMAShort_normal,dailyEMALong_normal,BullPower_normal,BearPower_normal,lowerBB_normal,middleBB_normal,upperBB_normal,2stdBB_normal,MACDline_normal,MACDHistogram_normal,MACDSignal_normal,weeklyEMAShort_normal,weeklyEMALong_normal,weeklyADX_normal
2006-10-24 00:00:00+01:00,223.5800018310547,-0.00026834939664721613,-1.0,222.52296295756778,221.93573612617493,1.2470413148931527,0.6470352113775277,220.68834686435525,222.09190441313245,223.49546196190965,1.2639430081758598,0.5872139965788108,0.1020169130346178,0.485197083544193,222.21993336867178,219.90360134314767,29.197185615320564,2.378865959578148,1.8678966649283375,1.0735390033717749,1.8544008780926862,0.790883889685097,1.5907142676315948,1.0815650285665053,-0.3017083293939036,0.47544011554182564,2.688033327601062,-0.9958828358495122,1.9456709066052869,1.6412830341612812,0.8202589439122527,0.006097620343171866,0.006707792453688474,0.0015506786990623846,0.0032949497772693766,0.010023157990897891,0.004421561016701407,-0.0011800359574950774,-0.005092225371918259,-0.0006083129642989356,0.000800347566764834,-0.0014086605310637695,0.006924171350699024,0.010206917980451834,-0.002893987255582749
2006-10-25 00:00:00+01:00,223.47999572753906,-0.0032217703350099214,-1.0,222.6701987683326,222.05012572627598,1.0798012316674033,0.6197945178002158,220.64501480198845,222.1652374267578,223.68546005152717,1.3685513020645623,0.6200621818293541,0.10789207862812888,0.5121701032012252,222.3049383896316,220.00673082311712,29.020635545245252,2.3350588153046448,1.9182792607355834,0.6316961345105927,1.5988595504627736,0.6755813993345383,1.5687513053871993,1.5869784432806944,-0.06380244690768899,0.8890385343330762,2.269952344366134,-0.6821539767334607,1.9245414653088153,1.645050537351081,0.5389802331841914,0.006221982541976791,0.0067241402950779326,0.0008480096777339355,0.006575586211507526,0.009829804886875033,0.004764465190581955,-0.0003008745057111242,-0.004611425440747759,-0.0005005839254139413,0.0007269655789661885,-0.0012275495043801298,0.0069173977699999835,0.010115737057072314,-0.002493071175376237
2006-10-26 00:00:00+01:00,223.75,0.0005362910265362952,1.0,222.83632203474298,222.17604233914443,1.203671251389835,0.4536712513898351,220.59922805699003,222.25476146879652,223.910294880603,1.489761929837365,0.6602705061754648,0.11848032237939166,0.5417901837960731,222.38994341059143,220.1098603030866,28.844085475169937,2.2899937281484335,1.9570346290318206,0.8561638781201952,1.168467037534322,0.5596202141252332,1.5763681096315048,2.0710187788544174,0.22927931554257455,1.3912808023851158,2.0394904297116025,-0.31675693344863687,1.8955605900953185,1.6473889832772686,0.1989254013524287,0.006551056198195409,0.006840932071344463,0.002566232231448446,0.0035048097235923005,0.009612600237611514,0.005112002028465096,0.000611403819318677,-0.004105338535562901,-0.0002885457797918349,0.0007500179298888616,-0.0010385637096806965,0.006899190189509728,0.010007897241707444,-0.002088336962417108
2006-10-27 00:00:00+01:00,223.1999969482422,0.008154154789889123,1.0,222.89227202143516,222.25189082870722,1.4077310303226511,-0.21227934565391138,220.77668611994216,222.36380876813615,223.95093141633015,1.4275008662483617,0.6403734170622499,0.07886658661294144,0.5615068304493085,222.47494843155124,220.21298978305606,28.667535405094625,2.075508920810328,1.8947528205525754,1.231546434983371,-0.09423064199056146,0.6675341017522507,1.6226010427310058,1.9716684797849473,0.20770486082386772,1.1762095993564157,1.3819586237938508,-0.01289241932624546,1.8604754261168412,1.647817188314465,-0.1738345949421079,0.007135295672439935,0.00710979207025381,0.002542140222016004,0.0019148344408695644,0.010306576935481333,0.006037720481032709,0.0017688640265840856,-0.0039019319976700494,2.6631839131255112e-05,0.0008542037982523547,-0.0008275719591210996,0.006906306482063783,0.009936689837334332,-0.001690767294892154
2006-10-30 00:00:00+00:00,223.41000366210938,0.014591980902370016,1.0,222.97192304307734,222.3376769645148,0.5380714637585982,-0.5519248741320268,220.97928809919276,222.48333304268974,223.98737798618671,1.352051790062301,0.634239499153125,0.05818613496305325,0.5760533641900718,222.55995345251108,220.3161192630255,28.49098533501931,1.9748166949360422,1.869851971042713,-0.9177130420855084,-0.8962311820644953,0.8140228617578501,1.698084320684543,1.8010456804605925,0.13877756958405063,1.044502678407335,1.0374420451306885,0.254122067340721,1.8209538393941727,1.645899724386745,-0.5545161881364402,0.007760342955947641,0.007409174298082793,0.002266022012752752,0.0033851091381761574,0.01074894891408718,0.007080728350172781,0.0034125077862583826,-0.0033644763306790973,0.0003521224225074834,0.0009431331673062689,-0.0005910107447987855,0.0068899393102639424,0.009831570828973402,-0.0012868408310588617
2006-10-31 00:00:00+00:00,222.86000061035156,0.016333121150854835,1.0,222.95470420727338,222.37636760494715,1.0152970134297448,-0.34470359692181773,221.03061611246645,222.52523803710938,224.0198599617523,1.3433280088379707,0.5783310351336297,0.0018221367548463263,0.5765088983787834,222.67662305958325,220.43023007147033,28.79643599441362,1.7273669091402921,1.7579964468823206,0.26081118922356694,-0.4840321399132702,0.8067675439621411,1.6471548061252317,1.642777483636007,0.19532736059493677,0.4752039165290475,0.2781653476687673,0.34753833618827046,1.8314526624716767,1.6553504392542984,0.13109657054053442,0.007190140218715046,0.007169772930716869,0.0011559093427026068,0.0007969313707220597,0.01061851760509078,0.0074977728403838925,0.004377028075677004,-0.0028716713510443656,2.117631131685742e-05,0.0004909165037720647,-0.0004697401924552073,0.007039126488249363,0.009809094188863814,0.0012761094597148078
2006-11-01 00:00:00+00:00,223.55999755859375,0.017445022355805362,1.0,223.04782626132265,222.46404389780986,0.5821786214898452,-0.24782320956484227,221.01134905744627,222.56952340262276,224.12769774779926,1.4001686496473262,0.5837776528113636,0.005815003546064235,0.5779626492652994,222.79329266665545,220.54434087991513,29.10188665380793,1.691116268708714,1.738318762209711,-0.7597081101524029,-0.24506811691924565,0.7326344566908454,1.6188430079603078,1.6394123731468297,0.4337747381263476,0.5653631322586902,0.3019471541441282,0.4613423556802888,1.8266430931212758,1.66052895323871,0.7911724669795919,0.006704903434359196,0.006926034572043541,-0.003215912613931038,-0.0014714172037169591,0.010758298572670784,0.007386960848540931,0.004015623124411077,-0.0030989337361264084,-0.00022044872293706323,0.00019825651895043884,-0.00041870524188750206,0.007216264465042595,0.00978452161348775,0.0019187569814259982
2006-11-02 00:00:00+00:00,223.41000366210938,0.022246099723537416,1.0,223.10354586144368,222.53411499146168,0.6264498660953848,-0.3835446407405527,221.03674158555586,222.62619018554688,224.2156387855379,1.4279080090858103,0.5694268840038887,-0.0068286122091285595,0.5762554962130173,222.90996227372761,220.65845168835995,29.407337313202238,1.5941239768313937,1.6822507128482187,-0.5866186874594008,-0.47637975198622134,0.7476186276621707,1.6217666251171852,1.6062652490355454,0.6650706368891546,0.46539112878877376,0.12911889758347606,0.5406752596126417,1.8105050977682324,1.6615752641565305,1.3661269757281287,0.0064966566206659734,0.006811859114648333,-0.0021996625767912014,-0.002826242087846088,0.010570413435079709,0.007191562158854247,0.0038127108826287856,-0.003103975315569307,-0.0003146246784433337,8.348934034731218e-05,-0.0003981140187906459,0.007420421519771541,0.009797235948484502,0.0025671225450707384
2006-11-03 00:00:00+00:00,224.41000366210938,0.0182255526542785,1.0,223.3045393692384,222.67306970780595,1.2254594100584768,-0.0845381485352732,221.1195502511458,222.77238101050966,224.42521176987353,1.4838740348929438,0.6314662886817359,0.04416863397497495,0.587297654706761,223.0266318807998,220.77256249680474,29.712787972596548,1.7337812908560142,1.750872722668642,0.8741606870614709,0.06784607725832732,0.9912215812705855,1.808798656158133,1.7220627322919904,1.0506361224487129,1.0655292996258265,0.707954829992821,0.8102668612069334,1.7864185530601238,1.6587092761360789,1.7999783487523482,0.007577344065038512,0.007292530152499978,0.0022706636842313227,0.004810690041866435,0.010283880771258991,0.007482055419443315,0.004680230067627638,-0.0025847341960231348,0.0002853006546847285,0.0005453125007346016,-0.0002600118460498731,0.007585779171365215,0.009759695978318888,0.003199876995629656
2006-11-06 00:00:00+00:00,224.30999755859375,0.011145290121751916,1.0,223.45922524452385,222.79432362267912,1.190768651960525,0.7107729244214624,221.1180355066411,222.87285723005022,224.62767895345934,1.5747289689904131,0.664898767978741,0.06208089061758404,0.602817877361157,223.14330148787198,220.88667330524956,30.018238631990858,1.7601934008683953,1.7644578959788362,0.7531872511877322,1.796604658775195,1.2528653399487524,1.8461243716663824,1.7664326774658072,1.4631434178963587,1.311015935942495,0.8554473326170753,1.1353578668198596,1.757075363024306,1.652215853187828,2.0779376525562006,0.00786163083831294,0.007452140418707372,0.0008762385228872468,0.005869374754739757,0.008064070551378777,0.007116006525001394,0.006167942498624012,-0.0009075452495015012,0.0004099024619672393,0.0005360241851123638,-0.00012612172314512452,0.007787673680880755,0.009770167737482537,0.003845784712268215
