Date,Close,Actual Returns,Signal,dailyEMA12,dailyEMA26,BullPower,BearPower,lowerBB,middleBB,upperBB,2stdBB,MACDline,MACDHistogram,MACDSignal,weeklyEMA5,weeklyEMA13,weeklyADX
2006-09-25 00:00:00+01:00,1.2745022773742676,-0.004295073545614092,-1.0,1.2738203667898926,1.2747611559148775,0.008181605408593695,-0.00022706024844976191,1.2627973375225396,1.2756494794573103,1.288501621392081,2.0149958341594396,-0.0009470703492131527,0.0003593943324803209,-0.0013064646816934736,1.272136624774052,1.275164475807777,98.92915917650657
2006-09-26 00:00:00+01:00,1.2686975002288818,-0.004554544349143708,-1.0,1.2730322334728141,1.2743119962344334,0.00316162372017903,-0.0063275549373527085,1.2620739151674831,1.275147137187776,1.288220359208069,2.0504648662153233,-0.0012850776436585942,1.7109630427903418e-05,-0.0013021872740864976,1.27127365706298,1.2747081224734969,98.87565253582336
2006-09-27 00:00:00+01:00,1.270599603652954,0.0014992568549470064,1.0,1.2726579827312972,1.274037004191361,-0.0012507361416365104,-0.005150548840000768,1.2618329284864345,1.2745610929670788,1.287289257447723,1.9972623597059778,-0.0013835186679431732,-6.506511508534056e-05,-0.0013184535528578327,1.2704106893519078,1.2742517691392166,98.82214589514014
2006-09-28 00:00:00+01:00,1.2703574895858765,-0.0001905510330567628,-1.0,1.2723040607089247,1.2737644475539176,0.000997421491697903,-0.003896239053651218,1.2618092745534297,1.2739070370083763,1.2860047994633228,1.8993163713667423,-0.0014641921747369224,-0.00011659089750327175,-0.0013476012772336507,1.269547721640836,1.2737954158049365,98.76863925445693
2006-09-29 00:00:00+01:00,1.2662074565887451,-0.00326682294641667,-1.0,1.2713661216135124,1.2732046704453863,0.00013816133784261275,-0.006967785202989907,1.261108945968388,1.2732073125385104,1.2853056791086328,1.9004550870825263,-0.001841768726272619,-0.0003953339592311746,-0.0014464347670414444,1.2686847539297639,1.2733390624706562,98.7151326137737
2006-10-02 00:00:00+01:00,1.2741937637329102,0.006307265924401229,1.0,1.2718011434780352,1.2732779366148326,0.004099578071952603,-0.0053049619899980804,1.2615707448171123,1.2727594829740978,1.2839482211310833,1.7581857855563454,-0.0014795176628270568,-2.6466316628489866e-05,-0.001453051346198567,1.2678217862186918,1.2728827091363761,98.6616259730905
2006-10-03 00:00:00+01:00,1.2734960317611694,-0.0005475870245170711,-1.0,1.2720618955215943,1.2732940918108575,0.004539299813793862,0.00013797363428946774,1.2625831019124971,1.2721786215191795,1.2817741411258619,1.5085176632230815,-0.0012345016574422107,0.00017483975100508493,-0.0014093414084472957,1.266667013949376,1.2722432089375926,98.5603445494127
2006-10-04 00:00:00+01:00,1.2712942361831665,-0.0017289379182108267,-1.0,1.2719437940849132,1.2731459543569545,0.0019577876793079874,-0.004741535974866817,1.2632108598176235,1.2716499396732874,1.2800890195289514,1.3272646177818583,-0.0012041109681928397,0.00016418435220356487,-0.0013682953203964046,1.2655122416800602,1.2716037087388092,98.45906312573491
2006-10-05 00:00:00+01:00,1.269551157951355,-0.0013711052738230034,-1.0,1.2715756962182119,1.272879673141725,0.0009318521140024849,-0.003923661458690386,1.263945011090138,1.2710617383321126,1.278178465574087,1.11980827167579,-0.0013056275125642447,5.0134246265727935e-05,-0.0013557617588299726,1.2643574694107445,1.2709642085400257,98.35778170205712
2006-10-06 00:00:00+01:00,1.260398268699646,-0.007209547401365701,-1.0,1.2698560919845863,1.271955124664534,-0.00015997553713753554,-0.01215266848452523,1.2620886171942405,1.2704519374029977,1.2788152576117549,1.3165897839241552,-0.002100429332221765,-0.0005957340587134337,-0.0015046952735083311,1.2632026971414285,1.2703247083412423,98.25650027837933
2006-10-09 00:00:00+01:00,1.260096549987793,-0.0002393836292431395,-1.0,1.2683546239850796,1.2710767117255162,-0.006954758834627928,-0.009558766555575193,1.2607278239560573,1.2701089836302257,1.2794901433043941,1.4772212140969483,-0.0027232695231300674,-0.0009748593996973891,-0.0017484101234326783,1.2620479248721128,1.2696852081424588,98.15521885470154
2006-10-10 00:00:00+01:00,1.2531956434249878,-0.005476490323596206,-1.0,1.2660224731296807,1.2697521881476992,-0.004765659126690025,-0.01362732008402645,1.2574514545669113,1.2692609968639554,1.2810705391609996,1.860853256536317,-0.003730714987989714,-0.0015858438916456284,-0.0021448710963440855,1.2620185173791127,1.2694543968377345,98.07838036083503
2006-10-11 00:00:00+01:00,1.2523951530456543,-0.000638759305885972,-1.0,1.2639259623475227,1.268466481843844,-0.008228235144153606,-0.013331942457691204,1.2546267332820467,1.2684463489623297,1.2822659646426127,2.178983082979952,-0.004541365624758376,-0.001917195622731432,-0.0026241700020269436,1.2619891098861127,1.2692235855330103,98.0015418669685
2006-10-12 00:00:00+01:00,1.2559974193572998,0.002876301703088835,1.0,1.262706186502873,1.2675428475855814,-0.00599851819842967,-0.01081266614764842,1.2530122372466184,1.267794030053275,1.2825758228599318,2.331891846191379,-0.004837377037539836,-0.0017705656284103142,-0.003066811409129522,1.2619597023931126,1.2689927742282863,97.92470337310198
2006-10-13 00:00:00+01:00,1.250500202178955,-0.004376774262130012,-1.0,1.2608283427607319,1.266280429407313,-0.0029350188624164275,-0.012030330027272385,1.2504068733300477,1.266756086122422,1.2831052989147964,2.5812724282888206,-0.0054526924545152955,-0.001908704836308619,-0.0035439876182066766,1.2619302949001125,1.268761962923562,97.84786487923544
2006-10-16 00:00:00+01:00,1.2541072368621826,0.0028844734906419145,1.0,1.2597943264686473,1.2653787114410069,-0.005498381301105804,-0.010590644522846526,1.249023389086667,1.266232518922715,1.283441648758763,2.718162672159,-0.0055848975790731,-0.0016327279686931392,-0.003952169610379961,1.2619008874071125,1.2685311516188378,97.77102638536893
2006-10-17 00:00:00+01:00,1.2545005083084106,0.00031358677684689695,1.0,1.258979892905534,1.2645729186163701,-0.002382731612504241,-0.006976700003922698,1.2476793673080002,1.2654612859090169,1.2832432045100335,2.810345729105948,-0.005593459454978245,-0.001313031875678627,-0.004280427579299618,1.2626479491420242,1.268661884813465,97.71337748423167
2006-10-18 00:00:00+01:00,1.2539026737213135,-0.0004765518890887943,-1.0,1.2581987822618077,1.2637825301056251,-0.0022013629045078975,-0.007854982670743249,1.2463933109348841,1.2648042553947085,1.283215199854533,2.911271745220191,-0.005584114858091516,-0.0010429498230335186,-0.004541165035057997,1.2633950108769356,1.268792618008092,97.65572858309442
2006-10-19 00:00:00+01:00,1.2627060413360596,0.007020774258834184,1.0,1.2588922067347694,1.2637027901967683,0.005106540137178817,-0.005398182458036027,1.2461722356433118,1.2645143554324196,1.2828564752215275,2.901053627475105,-0.004810894012538425,-0.0002157831819843423,-0.0045951108305540824,1.2641420726118473,1.2689233512027192,97.59807968195717
2006-10-20 00:00:00+01:00,1.2616068124771118,-0.0008705342518078307,-1.0,1.2593098383874375,1.2635475325879049,0.004784871962599135,0.000897933867506362,1.246396585371967,1.2637288570404053,1.2810611287088436,2.7430364625889285,-0.004237956974000756,0.0002857230852426609,-0.004523680059243417,1.2648891343467588,1.2690540843973461,97.54043078081992
2006-10-23 00:00:00+01:00,1.255098819732666,-0.005158495245969452,-1.0,1.2586619893636264,1.2629217020060353,0.00364541610817537,-0.004711989554361251,1.2464638704421223,1.2625430879138766,1.278622305385631,2.547115837182607,-0.004259934989244707,0.00021099605599896824,-0.004470931045243675,1.2656361960816704,1.2691848175919733,97.48278187968266
2006-10-24 00:00:00+01:00,1.2559027671813965,0.0006405451396263029,1.0,1.2582374936432834,1.2624017809079138,-0.00043917954873995413,-0.005434406408786341,1.2462768916044793,1.2616573969523113,1.2770379023001432,2.438142935631413,-0.004164475404260681,0.0002451645127863949,-0.004409639917047076,1.2660468091453216,1.2692594054332438,97.43816661014264
2006-10-25 00:00:00+01:00,1.2616068124771118,0.004541788938419833,1.0,1.2587558503869494,1.262342894357484,0.003249001907972504,-0.0030581231835802303,1.2462643867910368,1.2613197451546079,1.276375103518179,2.387238988592167,-0.0035872031656063452,0.0006579494011525848,-0.00424515256675893,1.2664574222089728,1.2693339932745142,97.39355134060263
2006-10-26 00:00:00+01:00,1.2694060802459717,0.006182011456918435,1.0,1.2603943472883374,1.2628660933121867,0.009608137033256803,0.0009578341462939122,1.246339677051239,1.2612629107066564,1.276186144362074,2.3663953849330803,-0.0024718807273715893,0.0014186174715098724,-0.0038904981988814617,1.2668680352726238,1.2694085811157845,97.34893607106262
2006-10-27 00:00:00+01:00,1.2743074893951416,0.003861182977964228,1.0,1.2625348306893842,1.2637136041331463,0.01307299363617731,0.004121806502388248,1.245984317113353,1.261451005935669,1.276917694757985,2.452206030918147,-0.0011788874236655644,0.002169288620172718,-0.0033481760438382824,1.267278648336275,1.269483168957055,97.3043208015226
2006-10-30 00:00:00+00:00,1.271795392036438,-0.0019713431645104196,-1.0,1.2639595324350847,1.2643122550889456,0.00953649932608469,0.006333345715855199,1.2457481250490645,1.261717098099845,1.2776860711506253,2.531308020606167,-0.0003528190983945745,0.002396285556354966,-0.0027491046547495407,1.2676892613999262,1.2695577567983254,97.25970553198259
2006-10-31 00:00:00+00:00,1.2766989469528198,0.0038556161998120064,1.0,1.2659194423608902,1.265229787819603,0.0123789356298325,0.0024883792943832805,1.245464044876564,1.261836392538888,1.2782087402012121,2.595003244340097,0.0006895729343738832,0.002750942071298739,-0.002061369136924856,1.2688301159199808,1.269993308866966,97.22715845884613
