Date,Close,ActualReturns,Signal,dailyEMA12,dailyEMA26,BullPower,BearPower,lowerBB,middleBB,upperBB,2stdBB,MACDline,MACDHistogram,MACDSignal,weeklyEMA5,weeklyEMA13,weeklyADX
2014-12-15 00:00:00+00:00,345.3450012207031,-0.017879452125651896,-1.0,356.42292407730486,362.5592210130136,-4.607921635898606,-11.488933598789231,341.07845074892646,365.865475609189,390.6525004694515,13.549802598340596,-6.136633501069866,-2.7334974897189377,-3.4031360113509286,361.71363271705405,367.63323270357574,14.896179153708099
2014-12-16 00:00:00+00:00,327.06201171875,-0.05294123105105797,-1.0,351.9058606375272,359.9297981023274,-6.046851848464712,-24.843848918777212,334.1905870268253,363.5661432175409,392.9416994082565,16.159676437824213,-8.024222250875027,-3.6968689916192794,-4.327353259255748,360.29326860329553,366.90369706326044,15.594738723129977
2014-12-17 00:00:00+00:00,319.7760009765625,-0.02227715381526163,-1.0,346.96280530507113,356.9554427596782,-13.008795295305504,-31.810797248430504,326.5770518230407,361.2521434965588,395.9272351700769,19.197168679968502,-9.99287842743962,-4.532420134547098,-5.460458292892523,358.872904489537,366.1741614229451,16.293298292551853
2014-12-18 00:00:00+00:00,311.39599609375,-0.026205859280311383,-1.0,341.4909885033294,353.5806689325724,-17.781973610751265,-37.25899387442314,318.085141009117,358.47719029017856,398.8692395712401,22.535352527375675,-12.089884329332051,-5.303540829151623,-6.786343500180428,357.4525403757785,365.44462578262977,16.99185786197373
2014-12-19 00:00:00+00:00,317.8429870605469,0.020703512722289208,1.0,337.852834435209,350.9334332383483,-19.319844933255865,-31.083821984037115,312.635837647899,355.6865234375,398.737209227101,24.207094142078578,-13.080771333983876,-5.035542267042757,-8.045229066941118,356.03217626201996,364.71509014231447,17.69041743139561
2014-12-20 00:00:00+00:00,329.95599365234375,0.03811003257872558,1.0,336.63793585322975,349.3795488245702,-6.312923646198499,-20.5939295055735,310.0906234710258,353.51818992978053,396.94575638853524,24.56878751691999,-12.741758958978153,-3.757223913629627,-8.984535045348526,354.61181214826144,363.98555450199916,18.388977000817484
2014-12-21 00:00:00+00:00,320.8429870605469,-0.02761885453548918,-1.0,334.20794373127853,347.26572943464254,-4.578945928544158,-15.304928594559783,306.6916276507264,350.794189453125,394.8967512555236,25.144408390089275,-13.057909231365159,-3.2586993488133054,-9.799209882551853,353.1914480345029,363.2560188616838,19.08753657023936
2014-12-22 00:00:00+00:00,331.885986328125,0.034418702333968154,1.0,333.85071951540874,346.1264892045301,0.26628487912250876,-13.425731722439991,305.65997277404597,348.53899855840774,391.4180243427695,24.6050088866461,-12.275874212814642,-1.981331464210232,-10.29454274860441,351.7710839207444,362.5264832213685,19.78609613966124
2014-12-23 00:00:00+00:00,334.5719909667969,0.00809315472578076,1.0,333.96168435408384,345.2706004461795,2.325302950603657,-4.359694607990093,305.67659960005426,346.3131408691406,386.949682138227,23.468090853902343,-11.309004535220765,-0.8115694292930833,-10.497435105927682,349.909128182982,361.5090042459882,20.449855312065814
2014-12-24 00:00:00+00:00,322.53399658203125,-0.0359802814036525,-1.0,332.20357854299886,343.5864075673537,2.53741877145427,-10.846583914092605,304.10034916761435,343.8142830984933,383.5282170293723,23.101968640146353,-11.382903860845374,-0.7083750039341545,-10.67452885691122,348.04717244521964,360.4915252706079,21.11361448447039
2014-12-25 00:00:00+00:00,319.00799560546875,-0.01093218393697526,-1.0,330.1734888603019,341.76578445906597,-7.503475432567541,-13.215481047801916,302.10483084610695,341.40494936988466,380.7050678936624,23.022582769413344,-11.592358921948346,-0.734264052029701,-10.858094869918645,346.18521670745724,359.4740462952276,21.777373656874964
2014-12-26 00:00:00+00:00,327.92401123046875,0.027949191706237997,1.0,329.8274153787891,340.74046792361435,1.5965958516796377,-13.200401218632862,302.7701165925838,339.07494971865697,375.37978284473013,21.414046160706725,-10.913106125981187,-0.04400900485003412,-10.869097121131153,344.32326096969484,358.45656731984735,22.441132829279542
2014-12-27 00:00:00+00:00,315.8630065917969,-0.036779876512901266,-1.0,327.67904479617494,338.8976930101464,1.231965946012565,-15.049039913362435,302.4123629235196,336.2691403343564,370.1259177451932,20.136713929308293,-11.218693551872661,-0.27967714459320625,-10.939016407279455,342.46130523193244,357.43908834446705,23.104892001684117
2014-12-28 00:00:00+00:00,317.239013671875,0.004356341361166027,1.0,326.07288616166727,337.29334639249663,-6.04487102494852,-14.99488323197977,303.5513243212327,333.51409330822173,363.47686229521076,17.967917751108956,-11.220498593668879,-0.22518574911153877,-10.99531284455734,340.5993494941701,356.42160936908675,23.768651174088692
2014-12-29 00:00:00+00:00,312.6700134277344,-0.014402390775512863,-1.0,324.01090574106223,335.4693958025142,-3.7439074500466063,-11.703898905124731,302.797585196928,331.1693798246838,359.5411744524396,17.134310329521035,-11.45852252231623,-0.3705677422071112,-11.087954780109119,338.7373937564077,355.40413039370645,24.432410346493267
2014-12-30 00:00:00+00:00,310.73699951171875,-0.006182281104684106,-1.0,321.96876632116323,333.6373664476405,-7.159775842647605,-12.59578048131948,301.1855838053646,329.19404674711683,357.20250968886904,17.016384845663993,-11.668627593362373,-0.46453825060260456,-11.204089342759769,335.67723210245674,353.7524950596193,25.51411425109191
2014-12-31 00:00:00+00:00,320.1929931640625,0.030430858466170996,1.0,321.69557045084,332.64148694515325,-1.5025772867775231,-11.484571915683773,300.79020197267346,327.94776117234005,355.10532037200664,16.562125079057946,-10.945939735523666,0.2065196857888818,-11.152459421312548,332.6170704485058,352.1008597255322,26.595818155690555
2015-01-01 00:00:00+00:00,314.2489929199219,-0.01856380486469611,-1.0,320.5499431383911,331.2790799803213,-0.114945579797336,-6.546952415734836,300.44479354789826,326.22123645600817,351.9976793641181,15.8030440863625,-10.729156507569826,0.33864233099417795,-11.067798838564004,329.55690879455483,350.44922439144506,27.6775220602892
2015-01-02 00:00:00+00:00,315.0320129394531,0.0024917184690256278,1.0,319.70103080009295,330.07559353284955,-3.8620415422804513,-6.136028358686701,301.120845666479,324.43504696800596,347.7492482695329,14.372184213394236,-10.374579372913217,0.5545755725206298,-10.929154945433847,326.4967471406038,348.797589057358,28.759225964887843
2015-01-03 00:00:00+00:00,281.0820007324219,-0.10776686435849991,-1.0,313.7596415589128,326.44643851059567,1.390352337571585,-32.677640826490915,293.6839660184763,321.2781895228795,348.8724130272826,17.177775774560043,-12.68681103181541,-1.4061248691052501,-11.28068616271016,323.43658548665286,347.14595372327085,29.840929869486487
2015-01-04 00:00:00+00:00,264.19500732421875,-0.0600785299812876,-1.0,306.1343132151137,321.83522138567884,-18.904302228785582,-48.52231370339496,283.3911551205597,317.1145237513951,350.8378923822305,21.268889379076917,-15.700920084523432,-3.536187137450618,-12.164732947072814,320.3764238327019,345.4943183891837,30.92263377408513
2015-01-05 00:00:00+00:00,274.4739990234375,0.03890683553533014,1.0,301.2634956471635,318.32698269217946,-22.922492229194745,-36.17948075458537,277.87562488821123,313.73971412295384,349.60380335769645,22.862320337735472,-17.063497126057598,-3.9190113431878277,-13.14448578286977,317.31626217875095,343.8426830550966,32.004337678683775
2015-01-06 00:00:00+00:00,286.1889953613281,0.04268162514326268,1.0,298.944341757035,315.9463910380423,-11.391332723831852,-26.2483273527381,274.620095562777,311.79338001069567,348.96666445861433,23.84481957034718,-17.00205781111947,-3.0860576225997605,-13.91600018851971,314.9581539792978,342.29070972724224,32.844074923948554
2015-01-07 00:00:00+00:00,294.3370056152344,0.028470732229305185,1.0,298.23552081214257,314.345695821538,0.5184769905918074,-15.156510802376943,272.87406121601236,310.58199927920384,348.2899373423953,24.282114321308867,-16.110182227182634,-1.7553456309303392,-14.354836596252294,312.6000457798446,340.7387363993879,33.68381216921333
2015-01-08 00:00:00+00:00,283.3489990234375,-0.03733137995621494,-1.0,295.9452866908033,312.0496442068639,-1.8102769251783002,-13.77029889783455,269.8016382171972,309.24642799014134,348.6912177630855,25.510263791439257,-16.104363623418976,-1.3996216217333455,-14.70474200168563,310.24193758039144,339.18676307153356,34.52354941447811
2015-01-09 00:00:00+00:00,290.4079895019531,0.024912706601556422,1.0,295.09339481559556,310.4465586731668,-3.979381143720559,-14.560405313642434,267.9076932084415,307.93999953497024,347.97230586149897,26.000069095916576,-15.353169025336001,-0.5187416189202967,-14.834427406415704,307.88382938093827,337.6347897436793,35.36328665974288
2015-01-10 00:00:00+00:00,274.7959899902344,-0.05375884988044988,-1.0,291.9707171501554,307.8057758077644,-3.8437029899991444,-18.004713732186644,264.1805429567182,305.3133326939174,346.4461224311166,26.94464036291242,-15.83506303033306,-0.8005084991338851,-15.034554531199175,305.5257211814851,336.08281641582494,36.20302390500766
2015-01-11 00:00:00+00:00,265.6600036621094,-0.03324643248414827,-1.0,287.9229150750714,304.6838667599381,-8.284914586790137,-22.883913610227637,258.8922970442329,302.6855715797061,346.4788461151793,28.936479731701464,-16.760955384863962,-1.3811206829318294,-15.379834701932133,303.1676129820319,334.5308430879706,37.04276115027244
2015-01-12 00:00:00+00:00,267.7959899902344,0.00804030075540374,1.0,284.82646506201957,301.95143144366375,-12.623462132332065,-19.626452854988315,255.47434650806346,299.6336669921875,343.7929874763115,29.4755398666702,-17.1249695124111,-1.3961078483831724,-15.728861664027926,300.80950478257876,332.97886976011625,37.88249839553722
2015-01-13 00:00:00+00:00,225.86099243164062,-0.1565930750498653,-1.0,275.7548538881151,296.3151026279583,-7.477845831474497,-55.84884802874012,243.00805148273253,294.4569527762277,345.90585406972286,34.944939019724025,-20.560251388953645,-3.8651117799405768,-16.69513960901307,296.71671848015313,330.5683008350453,38.927796625051094
2015-01-14 00:00:00+00:00,178.10299682617188,-0.21144862196566871,-1.0,260.7314912632008,287.5586503463445,-36.83749407081797,-89.22149675636484,217.67694746149442,287.5792861211868,357.48162478087914,48.61430710293599,-26.82716132469875,-8.105617372548544,-18.721543952150206,292.6239321777275,328.1577319099744,39.97309485456498
2015-01-15 00:00:00+00:00,209.843994140625,0.17821708719158869,1.0,252.90264555203527,281.80200914592086,-23.83564420926183,-76.00564237820714,206.61090301824527,282.3810003371466,358.1510976560479,53.6651525622731,-28.89936549058598,-8.14225723074862,-20.75710825983736,288.5311458753019,325.74716298490347,41.01839308407885
2015-01-16 00:00:00+00:00,208.0970001220703,-0.00832520380537527,-1.0,246.00946933204065,276.34237884785784,-24.418465914071902,-46.23847323829065,197.51144050974216,276.6749521891276,355.8384638685131,57.22492119580915,-30.33291112071751,-7.660642288704121,-22.67226883201339,284.43835957287627,323.3365940598325,42.063691313592734
2015-01-17 00:00:00+00:00,199.25999450683594,-0.04246580013191237,-1.0,238.81724243585532,270.6325726003747,-27.086239628238133,-43.94224243585532,187.50088318959544,271.1224278041295,354.7439724186635,61.68544984773139,-31.81533152251197,-7.314450152398862,-24.500881370113106,280.34557327045064,320.9260251347616,43.10898954310661
2015-01-18 00:00:00+00:00,210.33900451660156,0.05560077444138223,1.0,234.43597506366243,266.16638237194707,-15.740967739443676,-39.92997835956086,181.252497966075,266.03195117768786,350.8114043893007,63.7362939574029,-31.73040845735528,-5.783621669793739,-25.946786787561543,276.252786968025,318.5154562096907,44.15428777262049
2015-01-19 00:00:00+00:00,214.86099243164062,0.021498570488300173,1.0,231.4244392741206,262.3659831171096,-14.696442447948726,-24.1064461100581,176.60862541625372,261.3743787493025,346.1401320823512,64.86156274280572,-30.941544815279514,-3.9958064221743754,-26.945738393105138,272.1600006655994,316.10488728461974,45.19958600213437
2015-01-20 00:00:00+00:00,211.31500244140625,-0.016503647079460282,-1.0,228.33067976139532,258.5844289929834,-13.089682446942192,-23.17767988346563,172.32647401685182,256.6399979364304,340.953521856009,65.70567689956341,-30.253750054295466,-2.646409328952263,-27.607340725343203,272.22252405977844,315.23484860418586,44.06363464693841
2015-01-21 00:00:00+00:00,226.89700317382812,0.0737382606648691,1.0,228.11011413253883,256.23721226563856,-0.3221197477732005,-16.89810851730445,172.01631778156082,252.19733174641928,332.37834571127775,63.58593360970155,-28.12709882923673,-0.41580648311482094,-27.71129234612191,272.2850474539575,314.364809923752,42.927683291742454
2015-01-22 00:00:00+00:00,233.406005859375,0.028687036825075563,1.0,228.92486670589824,254.5460117911005,8.094130486484573,-2.4908609685935517,172.82572246556302,248.34766569591704,323.8696089262711,60.81953137648972,-25.621145674241262,1.6721173375045169,-27.29326301174578,272.3475708481365,313.4947712433181,41.7917319365465
2015-01-23 00:00:00+00:00,232.87899780273438,-0.0022579027249116645,-1.0,229.53319456694996,252.9410477919623,5.311806653753166,-4.337195421442146,174.858936155188,244.4356173560733,314.0122985569586,56.92843126010711,-23.40785372342995,3.108327430652661,-26.516181154082613,272.4100942423156,312.62473256288416,40.655780581350534
2015-01-24 00:00:00+00:00,247.8470001220703,0.06427373211222309,1.0,232.35070311389154,252.56371092752585,15.859303599975647,-2.328699940063416,175.1971700389692,242.85299827938988,310.50882651981055,55.717515303299756,-20.213008235372286,5.042538334968263,-25.25554657034055,272.47261763649465,311.7546938824503,39.51982922615458
2015-01-25 00:00:00+00:00,253.71800231933594,0.02368800991891784,1.0,235.63797991472913,252.64921399358585,19.436025212223996,8.252019474919308,175.18235435110736,242.35409327915735,309.5258322072074,55.432724918475174,-17.011234435711913,6.595449707702908,-23.60668414341482,272.5351410306737,310.8846552020164,38.38387787095862
2015-01-26 00:00:00+00:00,273.4729919433594,0.07786199419605744,1.0,241.45875099605686,254.19171606393945,67.92525168949001,12.620243754919699,175.2245672915506,242.3064262753441,309.3882852591376,55.369442746487664,-12.73296536983699,8.698975018862264,-21.431940388699253,272.5976644248527,310.0146165215825,37.247926515762664
2015-01-27 00:00:00+00:00,263.4750061035156,-0.03655931713327831,-1.0,244.84586716643514,254.87936717798212,30.634143819892984,5.807132711494546,176.31060208091156,241.2248077392578,306.13901339760406,53.82050566582905,-10.033500267046861,9.118752097321913,-19.152252364368774,270.9610615430145,308.5496040192288,36.70869591624143
2015-01-28 00:00:00+00:00,233.9149932861328,-0.11219285371519871,-1.0,243.16419426177325,253.3264505934007,23.370809400336128,-16.11818901274981,177.9025317982376,238.34756905691964,298.7926063156017,50.72007866314526,-10.162256547819652,7.191996653239297,-17.35425320105895,269.32445866117627,307.0845915168751,36.16946531672019
2015-01-29 00:00:00+00:00,233.51300048828125,-0.001718542245643162,-1.0,241.67939521969757,251.8587876226511,-2.973401567353818,-20.967389604463193,178.9675099104396,235.97442626953125,292.98134262862294,48.31618176622078,-10.17939258588541,5.739888492138832,-15.919281078024241,267.68785577933807,305.6195790145214,35.63023471719896
2015-01-30 00:00:00+00:00,226.4250030517578,-0.03035375941254781,-1.0,239.33256565539915,249.9748035803627,3.5184322694055368,-13.493561138797588,181.29775442206682,232.92761739095053,284.55748035983424,44.331250666791554,-10.642238079752076,4.2216343986177325,-14.863872478369808,266.0512528974998,304.1545665121676,35.09100411767772
2015-01-31 00:00:00+00:00,217.46400451660156,-0.03957601154633916,-1.0,235.9681716340457,247.56659624230633,-2.4641738313113137,-19.659165896741,181.74673210630215,230.19752284458704,278.64831358287194,42.0949714311178,-11.598424739235554,2.612358191307404,-14.210782930542958,264.4146500156616,302.6895540098139,34.55177351815649
2015-02-01 00:00:00+00:00,226.9720001220703,0.043722158187070814,1.0,234.58414524758794,246.04107060377032,-3.0101401206348157,-22.569145857939503,182.56938453055295,228.35523696172805,274.14108939290315,40.10054951255506,-11.456925467007295,2.20308597082853,-13.660011437835825,262.77804713382335,301.2245415074602,34.01254291863525
